DELAY,RATE,MONTH,DAY,HOUR,TOPIC,UNIQUE USERS,THREAD,REPLYS,DEPTH,WIDTH,WORDS NUM,NUM QUESTION,NUM EXCLAMATION,COMPLEXITY,NUM COM E,FRAC E A,FRAC E C,QUESTION TL,EXCLAMATION TL,URL C,PUB TO APP,FC TO MIDNIGHT,DAY OF WEEK,WEEK OF MONTH,AUTHOR,Art Len,Art Neg,Art Pos,Art Hostile,20 Com Neg,20 Com Pos,20 Com Hostile,Art Sentiment Score,10 Com Sentiment Score,Volume
76,0.526315789,4,20,14,415,15,13,7,3,13,906,4,3,4.452,8,0.0909,0.2857,1,0,1,-1989,956,4,4,331,798,29,30,30,37,39,24,0.0196446,0.432799137,2.886490725
83,0.175438596,4,20,18,591,16,9,11,3,9,1009,5,2,4.4986,11,0.2381,0.5556,0,0,1,-1985,1185,4,4,146,342,9,22,14,41,64,29,0.999996,0.256353605,2.017033339
73,0.210526316,4,20,19,86,18,16,4,2,16,1051,13,1,5.1658,0,0,0,0,0,0,-517,1258,4,4,210,703,29,25,9,41,42,37,0.90121,0.778957055,2.399673721
69,0.526315789,4,19,15,86,14,12,8,3,12,560,5,1,3.908,7,0,0,1,0,0,-546,1002,3,4,1,0,0,0,0,14,20,20,0.614307,0.613854679,2.214843848
72,1.052631579,4,21,14,86,14,12,8,3,12,894,8,0,4.3846,26,0.1818,0.5333,0,0,0,-499,912,5,4,345,971,16,48,21,42,52,30,0.00425856,0.546354541,2.562292864
88,0.263157895,4,21,9,272,17,17,3,2,17,1154,6,28,4.6973,16,0.2432,0.6923,0,0,1,234,658,5,4,276,1510,62,23,37,43,36,34,0.00401367,0.472909166,2.499687083
761,1.052631579,4,21,19,86,19,15,5,3,15,831,6,4,4.2195,9,0.0909,0.1429,0,0,1,244,498,5,4,129,440,28,12,15,27,42,16,0.999981,0.8843066,2.915927212
14,0.526315789,4,21,14,86,12,11,9,4,11,1191,9,2,4.6638,13,0.0541,0.2,1,0,1,-498,911,5,4,505,646,10,35,15,44,29,24,0.0280573,0.458220425,2.939019776
80,0.105263158,4,21,17,86,16,12,8,3,12,433,6,0,3.4622,5,0,0,0,0,1,-1963,1100,5,4,111,225,2,5,2,16,15,13,0.81212,0.433897717,2.588831726
77,0.526315789,4,21,19,86,14,8,12,4,8,527,13,1,3.7463,0,0,0,0,0,0,19,1272,5,4,121,1268,44,40,38,19,21,9,1,0.535187657,2.305351369
89,0.116959064,4,20,20,65,13,10,10,4,10,554,11,3,3.7017,0,0,0,0,0,0,33,1297,4,4,1,749,14,12,23,22,17,20,2.75E-05,0.304488743,2.041392685
67,0.15037594,4,20,0,589,12,10,10,3,10,942,25,7,4.2976,30,0.2308,0.1667,1,0,1,13,120,4,4,1,264,6,6,5,20,23,37,0.0127951,0.418398062,2.274157849
91,0.105263158,4,21,17,589,15,12,8,3,12,724,10,6,4.2184,3,0.0435,0.3333,0,0,0,54,1117,5,4,227,960,22,16,21,15,24,16,0.030772,0.58139584,1.740362689
138,1.052631579,4,21,21,152,17,13,7,3,13,501,8,4,3.6799,7,0.1053,0.3333,0,0,0,9,1430,5,4,17,819,29,32,22,13,27,6,1,0.59368528,2.962369336
