DELAY,RATE,MONTH,DAY,HOUR,TOPIC,UNIQUE USERS,THREAD,REPLYS,DEPTH,WIDTH,WORDS NUM,NUM QUESTION,NUM EXCLAMATION,COMPLEXITY,NUM COM E,FRAC E A,FRAC E C,QUESTION TL,EXCLAMATION TL,URL C,PUB TO APP,FC TO MIDNIGHT,DAY OF WEEK,WEEK OF MONTH,AUTHOR,Art Len,Art Neg,Art Pos,Art Hostile,20 Com Neg,20 Com Pos,20 Com Hostile,Art Sentiment Score,10 Com Sentiment Score,Volume
44,0.04048583,11,20,19,397,14,12,8,3,12,1079,27,1,4.7124,12,1,0.25,0,0,0,-88,1226,6,3,154,134,5,6,3,29,35,21,0.993033,0.367930126,1.959041392
43,0.07518797,11,24,18,397,16,14,6,3,14,1088,29,3,4.4924,31,0,0,0,0,0,5,1123,3,4,444,0,0,0,0,41,39,26,0.614307,0.261161756,2.283301229
45,0.052631579,11,24,17,82,13,17,3,2,17,1231,51,1,5.0282,11,0,0,0,0,0,5,1123,3,4,1101,111,3,6,2,52,49,35,0.99999,0.3965673,2.045322979
36,0.04784689,11,24,16,82,16,11,9,4,11,956,37,3,4.3685,20,0.2,0.1538,0,0,0,3,1007,3,4,1059,121,1,3,3,31,26,35,0.0386027,0.527892563,1.633468456
133,0.020639835,11,20,23,82,15,10,10,6,10,1301,52,4,4.7688,10,0,0,0,0,1,-84,110,6,3,914,92,0,4,1,55,56,42,0.99938,0.38518783,1.556302501
24,0.014035088,11,26,11,219,15,10,10,4,10,1238,45,8,4.898,24,0.375,0.4615,0,0,0,-10,718,5,4,800,133,2,4,2,40,40,40,1,0.639629371,1.301029996
149,0.026990553,11,24,20,397,19,17,3,3,17,630,45,6,4.1568,1,0,0,0,0,0,-50,1370,3,4,351,122,0,4,2,20,21,20,0.99755,0.76108797,1.748188027
72,0.116959064,11,26,6,397,16,11,9,4,11,1259,36,5,4.7059,32,0.1429,0.0417,0,0,0,-16,439,5,4,397,111,9,1,3,63,42,38,0.999715,0.296982444,1.991226076
24,0.025673941,11,26,13,397,11,9,11,3,9,1230,41,4,4.7169,33,0.3333,0.087,0,0,1,-9,820,5,4,1115,98,3,6,5,34,42,32,0.999668,0.396188721,1.643452676
129,0.022883295,11,26,16,397,17,12,8,3,12,1422,47,1,4.9214,43,0.4286,0.125,0,0,0,-5,1135,5,4,1,130,1,6,1,46,51,41,0.824345,0.46073842,1.69019608
