DELAY,RATE,MONTH,DAY,HOUR,TOPIC,UNIQUE USERS,THREAD,REPLYS,DEPTH,WIDTH,WORDS NUM,NUM QUESTION,NUM EXCLAMATION,COMPLEXITY,NUM COM E,FRAC E A,FRAC E C,QUESTION TL,EXCLAMATION TL,URL C,PUB TO APP,FC TO MIDNIGHT,DAY OF WEEK,WEEK OF MONTH,AUTHOR,Art Len,Art Neg,Art Pos,Art Hostile,20 Com Neg,20 Com Pos,20 Com Hostile,Art Sentiment Score,10 Com Sentiment Score,Volume
42,0.526315789,1,17,4,416,14,9,11,4,9,346,14,2,3.1471,3,0.0222,0.5,0,0,0,117,294,1,4,1,854,18,18,10,7,12,9,0.999998,0.341507477,2.08278537
159,0.007683442,1,16,17,416,18,14,6,3,14,600,30,1,4.0414,5,0.05,0.2,0,0,0,107,1215,7,3,182,259,5,13,3,17,25,29,0.999959,0.530208729,1.556302501
59,0.131578947,1,18,9,519,12,7,13,4,7,666,30,0,3.9824,3,0.25,1,0,0,0,157,653,2,4,1,495,3,17,8,34,29,12,1,0.6116755,1.806179974
26,0.263157895,1,18,10,519,19,17,3,2,17,449,19,5,3.6605,8,0.1852,0.7143,0,0,0,148,684,2,4,1,593,20,8,14,20,17,18,0.684164,0.301166869,2.883661435
252,0.526315789,1,18,7,519,14,10,10,3,10,440,45,4,3.5759,7,0.0714,0.25,0,0,0,145,703,2,4,1,115,1,3,0,18,9,14,0.555166,0.388266517,2.328379603
40,0.175438596,1,18,8,416,9,7,13,4,7,584,20,4,4.0826,7,0,0,0,0,0,183,541,2,4,1,0,0,0,0,18,25,13,0.614307,0.534775693,1.792391689
238,0.058479532,1,17,0,416,16,10,10,3,10,576,31,11,3.9457,11,0.1316,0.625,0,0,0,53,279,1,4,1,1102,22,32,36,27,19,20,0.999996,0.57716206,1.707570176
178,0.028449502,1,18,21,65,16,14,6,3,14,322,18,5,3.2716,2,0,0,0,0,0,25,1439,2,4,1,719,7,21,14,13,12,7,0.706519,0.669866066,1.643452676
72,0.021052632,1,19,14,416,18,18,2,2,18,390,20,6,3.4502,6,0.0732,0.5,0,0,0,176,965,3,4,1,775,16,16,16,5,14,8,0.000407525,0.59310268,1.602059991
71,0.070175439,1,20,9,180,14,10,10,4,10,424,28,2,3.5834,6,0.0667,0.4,0,0,0,195,651,4,4,1,617,8,18,10,19,9,9,1,0.724099167,1.544068044
230,0.263157895,1,21,16,425,18,17,3,2,17,360,17,4,3.2257,3,0.0286,0.3333,0,0,0,17,1197,5,4,107,567,22,11,12,16,11,12,1,0.39955462,1.908485019
46,0.116959064,1,21,9,425,13,12,8,2,12,362,12,3,3.2308,10,0.0217,0.1111,1,0,0,10,601,5,4,1,860,37,15,18,13,14,10,1,0.414011244,1.633468456
48,1.052631579,1,21,18,152,18,18,2,2,18,345,18,5,3.2831,3,0.0294,0.5,0,0,0,336,1130,5,4,1,719,41,26,20,18,6,14,8.74E-05,0.374123004,2.127104798
80,0.08097166,1,22,19,67,13,13,7,3,13,460,14,3,3.6067,4,0.1111,1,0,0,0,-4119,1251,6,4,1,211,1,9,2,10,35,17,0.774245,0.531015314,2.193124598
24,1.052631579,1,23,12,67,17,18,2,2,18,290,17,3,3.1573,2,0.04,0.5,0,0,0,-4102,769,7,4,1,368,4,11,3,6,22,11,0.999996,0.402319342,3.963268252
92,0.15037594,1,23,12,67,14,13,7,2,13,617,21,6,3.991,9,0.0435,0.3333,0,0,0,-4102,860,7,4,72,837,34,35,23,16,34,18,0.720779,0.450042973,2.26245109
67,0.210526316,1,22,15,67,17,14,6,2,14,854,38,8,4.3975,13,0.1429,0.4,0,0,0,-4123,1016,6,4,1,613,23,44,26,25,40,26,2.88E-08,0.393067713,2.927370363
55,0.526315789,1,25,13,65,13,13,7,2,13,390,19,4,3.5676,7,0.0556,0.75,0,0,0,318,841,2,5,1,821,18,47,14,14,28,6,0.999383,0.29690303,3.410777233
128,0.116959064,1,25,8,65,10,5,15,4,8,580,45,2,3.9195,4,0.0588,0.3333,0,0,0,314,643,2,5,136,228,2,7,9,22,21,14,0.000212142,0.216024918,1.934498451
31,0.350877193,1,24,10,65,11,11,9,3,11,603,30,5,3.9549,4,0,0,0,0,0,292,657,1,5,1,323,5,16,6,14,31,20,0.131426,0.566722539,3.530071569
292,0.526315789,1,24,23,67,15,14,6,3,14,320,15,2,3.1455,3,0.0286,0.3333,0,0,0,27,277,1,5,1,675,29,6,16,13,12,14,0.999985,0.528646545,3.728272598
121,0.526315789,1,26,0,67,9,11,9,3,11,313,18,53,3.285,12,0.0476,0.1667,0,0,0,81,151,3,5,1,601,16,21,14,9,17,5,0.36668,0.45410106,1.491361694
19,0.105263158,1,25,18,67,12,13,7,3,13,546,98,4,3.6652,6,0.0769,0.1667,0,0,0,75,1099,2,5,39,423,2,16,7,35,19,20,0.999635,0.44828595,1.579783597
70,0.055401662,1,26,11,67,14,9,11,5,9,1022,126,2,4.428,9,0.0278,0.1667,1,0,0,2,755,3,5,169,690,20,22,12,30,27,25,1,0.505045774,1.602059991
22,0.526315789,1,26,17,65,13,10,10,3,10,395,24,2,3.4823,11,0.0741,0.3333,0,0,0,-4026,1047,3,5,1,587,18,42,19,16,23,7,0.970536,0.69851446,2.305351369
55,0.350877193,1,26,16,67,17,14,6,2,14,404,9,0,3.3366,3,0.0385,0.3333,1,0,0,359,1067,3,5,1,478,4,6,6,10,16,9,0.993043,0.411687701,1.939519253
265,0.210526316,1,25,10,67,12,16,4,2,16,645,18,3,3.9795,18,0.25,0.5833,1,0,0,-4056,909,2,5,117,1092,42,49,26,29,32,23,2.23E-05,0.421754331,2.318063335
67,0.350877193,1,25,14,67,12,11,9,4,11,316,24,0,3.2509,2,0.0769,0.5,1,0,0,333,928,2,5,1,330,2,9,4,7,19,14,0.999999,0.672827401,2.025305865
246,0.017841213,1,25,9,67,19,17,3,2,17,493,14,11,3.6336,12,0.0714,0.1429,1,0,0,-4057,842,2,5,136,241,9,15,8,17,19,15,0.999327,0.361125411,1.462397998
209,0.210526316,1,27,2,65,12,14,6,3,14,526,18,4,3.9161,14,0.0909,0.4444,0,0,0,-4017,329,4,5,72,943,20,46,21,24,24,17,0.0264816,0.61852788,2.795880017
39,1.052631579,1,27,15,65,11,11,9,2,11,498,24,5,3.7867,7,0.025,0.2,0,0,0,-4004,946,4,5,72,838,26,34,18,9,26,20,0.000155654,0.560369895,3.133858125
96,0.350877193,1,27,12,65,14,15,5,3,15,736,24,13,4.3264,5,0.0667,0.3333,0,0,0,-4006,867,4,5,57,547,17,26,15,19,39,17,0.998449,0.433307171,2.963315511
42,1.052631579,1,27,11,65,18,17,3,3,17,247,14,2,2.942,2,0,0,0,0,0,-4007,728,4,5,1,621,11,19,11,15,9,5,1,0.420552733,3.400537989
41,0.175438596,1,27,12,65,17,13,7,3,13,278,17,8,3.0451,1,0.1429,1,0,0,0,-4006,785,4,5,1,103,3,3,5,14,15,10,0.00149585,0.293416755,1.785329835
13,0.350877193,1,26,10,65,10,11,9,3,11,516,32,6,3.8644,9,0.15,0.4286,0,0,0,-4032,652,3,5,1,178,2,11,1,12,31,14,0.145198,0.28640468,2.155336037
36,1.052631579,1,27,16,432,15,12,8,2,12,438,40,3,3.5176,6,0.0426,0.5,0,0,0,-4002,1041,4,5,10,830,10,50,12,17,18,13,0.321922,0.350201939,2.403120521
25,1.052631579,1,26,17,432,13,12,8,3,12,411,28,4,3.6241,12,0.2308,0.5,0,0,0,-4025,1075,3,5,1,116,0,11,2,12,27,6,0.999423,0.629185835,1.929418926
363,0.15037594,1,27,10,432,16,13,7,3,13,777,21,3,4.1287,13,0.0909,0.3,0,0,0,25,973,4,5,1,675,6,22,11,21,29,28,1,0.349777902,3.60075515
106,0.08097166,1,27,0,65,16,13,7,3,13,296,7,15,3.1736,0,0,0,0,0,0,463,165,4,5,1,1049,43,13,11,9,9,7,0.000377714,0.306915651,2.621176282
66,0.087719298,1,28,1,432,13,10,10,4,10,887,31,4,4.4106,7,0.0238,0.1667,0,0,0,487,145,5,5,1,859,27,31,24,19,30,32,0.759826,0.37734875,2.350248018
56,0.263157895,1,28,14,65,17,13,7,3,13,406,20,9,3.5999,7,0.06,0.5,0,0,0,-3980,911,5,5,14,933,23,25,23,11,24,10,2.60E-07,0.64465525,2.26245109
